,MOVIES,YEAR,GENRE,RATING,ONE-LINE,STARS,VOTES,RunTime,Gross,Gross_Binned,Low,Mid,High
1837,The ABCs of Death,(2012),"
Comedy, Horror            ",4.7,"
A 26-chapter anthology that showcases death in all its vicious wonder and brutal beauty.","
    Directors:
Kaare Andrews, 
Angela Bettis, 
Hélène Cattet, 
Ernesto Díaz Espinoza, 
Jason Eisener, 
Bruno Forzani, 
Adrian Garcia Bogliano, 
Xavier Gens, 
Jorge Michel Grau, 
Lee Hardcastle, 
Noboru Iguchi, 
Thomas Cappelen Malling, 
Anders Morgenthaler, 
Yoshihiro Nishimura, 
Banjong Pisanthanakun, 
Simon Rumley, 
Marcel Sarmiento, 
Jon Schnepp, 
Srdjan Spasojevic, 
Timo Tjahjanto, 
Andrew Traucki, 
Nacho Vigalondo, 
Jake West, 
Ti West, 
Ben Wheatley, 
Adam Wingard, 
Yudai Yamaguchi
| 
    Stars:
Ingrid Bolsø Berdal, 
Iván González, 
Kyra Zagorsky, 
Lucy Clements
",18559.0,129.0,0.02,Low,1,0,0
1848,The Breadwinner,(2017),"
Animation, Drama, Family            ",7.7,"
In 2001, Afghanistan is under the control of the Taliban. When her father is captured, a determined young girl disguises herself as a boy in order to provide for her family.","
    Director:
Nora Twomey
| 
    Stars:
Saara Chaudry, 
Soma Chhaya, 
Noorin Gulamgaus, 
Laara Sadiq
",22504.0,94.0,0.31,Low,1,0,0
1873,Acrimony,(2018),"
Thriller            ",5.8,"
A faithful wife, tired of standing by her devious husband, is enraged when it becomes clear she has been betrayed.","
    Director:
Tyler Perry
| 
    Stars:
Taraji P. Henson, 
Lyriq Bent, 
Crystle Stewart, 
Jazmyn Simon
",8263.0,120.0,43.55,Low,1,0,0
1876,LBJ,(2016),"
Biography, Drama, History            ",6.5,"
Lyndon B. Johnson aligns himself with John F. Kennedy, rises to the Presidency, and deals with the civil rights struggles of the 1960s.","
    Director:
Rob Reiner
| 
    Stars:
Woody Harrelson, 
Michael Stahl-David, 
Richard Jenkins, 
Jennifer Jason Leigh
",6303.0,98.0,2.47,Low,1,0,0
1878,The Bag Man,(I) (2014),"
Action, Crime, Drama            ",5.2,"
A criminal bides his time at a seedy motel, waiting for his boss after killing several men and making away with a mystery bag.","
    Director:
David Grovic
| 
    Stars:
John Cusack, 
Rebecca Da Costa, 
Robert De Niro, 
Crispin Glover
",16620.0,108.0,0.05,Low,1,0,0
1881,Viceroy's House,(2017),"
Biography, Drama, History            ",6.7,"
The final Viceroy of India, Louis Francis Albert Victor Nicholas Mountbatten, 1st Earl Mountbatten of Burma (Hugh Bonneville), is tasked with overseeing the transition of British India to independence, but meets with conflict as different sides clash in the face of monumental change.","
    Director:
Gurinder Chadha
| 
    Stars:
Hugh Bonneville, 
Gillian Anderson, 
Manish Dayal, 
Huma Qureshi
",7296.0,106.0,1.11,Low,1,0,0
1908,Joshua,(2007),"
Drama, Horror, Thriller            ",5.9,"
The arrival of a newborn girl causes the gradual disintegration of the Cairn family; particularly for 9-year-old Joshua (Kogan), an eccentric boy whose proper upbringing and refined tastes both take a sinister turn.","
    Director:
George Ratliff
| 
    Stars:
Sam Rockwell, 
Vera Farmiga, 
Jacob Kogan, 
Celia Weston
",12266.0,106.0,0.48,Low,1,0,0
1920,The Perfect Host,(2010),"
Comedy, Crime, Thriller            ",6.8,"
An on-the-run convict looking for temporary cover finds it at the house of a very colorful character.","
    Director:
Nick Tomnay
| 
    Stars:
David Hyde Pierce, 
Clayne Crawford, 
Nathaniel Parker, 
Tyrees Allen
",26028.0,93.0,0.05,Low,1,0,0
2003,Te3n,(2016),"
Drama, Mystery, Thriller            ",7.3,"
A grandfather, a priest, and a police officer investigate the case of a kidnapped child.","
    Director:
Ribhu Dasgupta
| 
    Stars:
Amitabh Bachchan, 
Nawazuddin Siddiqui, 
Vidya Balan, 
Mukesh Chhabra
",12303.0,136.0,0.26,Low,1,0,0
2013,Coco avant Chanel,(2009),"
Biography, Drama            ",6.7,"
The story of Coco Chanel's rise from obscure beginnings to the heights of the fashion world.","
    Director:
Anne Fontaine
| 
    Stars:
Audrey Tautou, 
Benoît Poelvoorde, 
Alessandro Nivola, 
Marie Gillain
",39401.0,105.0,6.11,Low,1,0,0
2064,Wildflower,(II) (2014),"
Drama, Thriller            ",5.3,"
A college student struggling with a painful childhood begins to have a reoccurring nightmare that compels her to confront her past and restore her faith.","
    Director:
Nicholas DiBella
| 
    Stars:
Nathalia Ramos, 
Cody Longo, 
Alexa Rose Steele, 
Benjamin Ashbrook
",866.0,92.0,0.01,Low,1,0,0
2074,Pariah,(I) (2011),"
Drama            ",7.2,"
A Brooklyn teenager juggles conflicting identities and risks friendship, heartbreak, and family in a desperate search for sexual expression.","
    Director:
Dee Rees
| 
    Stars:
Adepero Oduye, 
Kim Wayans, 
Aasha Davis, 
Pernell Walker
",6525.0,86.0,0.76,Low,1,0,0
2077,Boy Meets Girl,(I) (2014),"
Comedy, Drama, Romance            ",7.1,"
Boy Meets Girl is a funny, tender, sex positive romantic comedy that explores what it means to be a real man or woman, and how important it is to live a courageous life not letting fear stand in the way of going after your dreams.","
    Director:
Eric Schaeffer
| 
    Stars:
Michael Welch, 
Michelle Hendley, 
Alexandra Turshen, 
Michael Galante
",4391.0,95.0,0.02,Low,1,0,0
2083,Operation Avalanche,(2016),"
Drama, Mystery, Thriller            ",6.1,"
In 1967, four undercover CIA agents were sent to NASA posing as a documentary film crew. What they discovered led to one of the biggest conspiracies in American history.","
    Director:
Matt Johnson
| 
    Stars:
Matt Johnson, 
Owen Williams, 
Andrew Appelle, 
Jared Raab
",6983.0,94.0,0.06,Low,1,0,0
2098,Dealin' with Idiots,(2013),"
Comedy            ",5.4,"
After experiencing the insanity of the adults connected to his son's baseball team, a comedian researches for a comedy movie about them.","
    Director:
Jeff Garlin
| 
    Stars:
Jeff Garlin, 
Steve Agee, 
Gina Gershon, 
Jami Gertz
",1306.0,88.0,0.02,Low,1,0,0
2246,Inosensu: Innocence,(2004),"
Animation, Action, Drama            ",7.5,"
In the year 2032, Batô, a cyborg detective for the anti-terrorist unit Public Security Section 9, investigates the case of a female robot--one created solely for sexual pleasure--who slaughtered her owner.","
    Director:
Mamoru Oshii
| 
    Stars:
Akio Ôtsuka, 
Atsuko Tanaka, 
Tamio Ôki, 
Kôichi Yamadera
",37017.0,100.0,1.04,Low,1,0,0
2265,Manny & Lo,(1996),"
Comedy, Drama            ",6.6,"
A pregnant teen and her younger sister run away from foster homes and kidnap a woman whom they believe can help with the pregnancy.","
    Director:
Lisa Krueger
| 
    Stars:
Scarlett Johansson, 
Aleksa Palladino, 
Mary Kay Place, 
Dean Silvers
",1944.0,88.0,0.5,Low,1,0,0
2277,Brotherly Love,(III) (2015),"
Drama            ",6.7,"
Set on the backdrop of Philadelphia's famed Overbrook High School, we track the lives of the nations number one high school basketball player Sergio Taylor as he deals with the early pressures of hood fame.","
    Director:
Jamal Hill
| 
    Stars:
Keke Palmer, 
Cory Hardrict, 
Romeo Miller, 
Eric D. Hill Jr.
",1787.0,89.0,0.44,Low,1,0,0
2313,Ashby,(2015),"
Comedy, Crime, Drama            ",6.4,"
High-school student Ed Wallis enters into a friendship with his neighbor, Ashby, a retired CIA assassin who only has a few months left to live.","
    Director:
Tony McNamara
| 
    Stars:
Mickey Rourke, 
Nat Wolff, 
Emma Roberts, 
Sarah Silverman
",15197.0,100.0,0.0,Low,1,0,0
2364,Results,(2015),"
Comedy, Romance            ",5.4,"
Two mismatched personal trainers' lives are upended by the actions of a new, wealthy client.","
    Director:
Andrew Bujalski
| 
    Stars:
Guy Pearce, 
Cobie Smulders, 
Kevin Corrigan, 
Giovanni Ribisi
",6774.0,105.0,0.1,Low,1,0,0
2390,This Film Is Not Yet Rated,(2006),"
Documentary            ",7.5,"
Kirby Dick's exposé about the American movie ratings board.","
    Director:
Kirby Dick
| 
    Stars:
Kirby Dick, 
Kimberly Peirce, 
Darren Aronofsky, 
Atom Egoyan
",27671.0,98.0,0.3,Low,1,0,0
2391,Mind Game,(I) (2004),"
Animation, Adventure, Comedy            ",7.8,"
After a deadly encounter with two yakuza, a loser with a crush on his childhood girlfriend goes to heaven and back, embarking on a psychedelic self-discovery experience with her and his friends.","
    Directors:
Masaaki Yuasa, 
Kôji Morimoto
| 
    Stars:
Kôji Imada, 
Sayaka Maeda, 
Takashi Fujii, 
Seiko Takuma
",8774.0,103.0,0.04,Low,1,0,0
2394,Hell and Back,(2015),"
Animation, Adventure, Comedy            ",5.4,"
Two best friends set out to rescue their pal after he's accidentally dragged to hell.","
    Directors:
Tom Gianas, 
Ross Shuman
| 
    Stars:
Nick Swardson, 
Mila Kunis, 
Bob Odenkirk, 
T.J. Miller
",4823.0,86.0,0.16,Low,1,0,0
2479,Born to Be Blue,(2015),"
Biography, Drama, Music            ",6.9,"
A re-imagining of jazz legend Chet Baker's musical comeback in the late '60s.","
    Director:
Robert Budreau
| 
    Stars:
Ethan Hawke, 
Carmen Ejogo, 
Callum Keith Rennie, 
Tony Nappo
",8304.0,97.0,0.83,Low,1,0,0
2483,Life Itself,(2014),"
Documentary, Biography            ",7.8,"
The life and career of the renowned film critic and social commentator, Roger Ebert.","
    Director:
Steve James
| 
    Stars:
Roger Ebert, 
Chaz Ebert, 
Gene Siskel, 
Martin Scorsese
",15182.0,121.0,0.81,Low,1,0,0
2539,Hai Phuong,(2019),"
Action, Drama, Thriller            ",6.3,"
Veronica Ngo stars as an ex-gangster who is lying low in the countryside after becoming a mother, but she can't escape her violent past when her daughter is kidnapped.","
    Director:
Le-Van Kiet
| 
    Stars:
Veronica Ngo, 
Mai Cát Vi, 
Thanh Nhien Phan, 
Pham Anh Khoa
",4265.0,98.0,0.59,Low,1,0,0
2548,Our Man Flint,(1966),"
Action, Adventure, Comedy            ",6.5,"
When scientists use eco-terrorism to impose their will on the world by affecting extremes in the weather, Intelligence Chief Cramden calls in top agent Derek Flint.","
    Director:
Daniel Mann
| 
    Stars:
James Coburn, 
Lee J. Cobb, 
Gila Golan, 
Edward Mulhare
",6205.0,108.0,16.0,Low,1,0,0
2618,Hagane no renkinjutsushi: Mirosu no seinaru hoshi,(2011),"
Animation, Action, Adventure            ",7.0,"
In the lost holy land of Milos, the Elrics search for the truth behind an unknown form of alchemy. What secrets are hidden in Milos? Riddles must be solved and dangers faced before the truth can be found.","
    Director:
Kazuya Murata
| 
    Stars:
Vic Mignogna, 
Maxey Whitehead, 
Alexis Tipton, 
Matthew Mercer
",4653.0,110.0,0.18,Low,1,0,0
2672,Won't Back Down,(2012),"
Drama            ",6.5,"
Two determined mothers­, one a teacher, look to transform their children's failing inner city school. Facing a powerful and entrenched bureaucracy, they risk everything to make a difference in the education and future of their children.","
    Director:
Daniel Barnz
| 
    Stars:
Viola Davis, 
Maggie Gyllenhaal, 
Holly Hunter, 
Oscar Isaac
",6317.0,121.0,5.31,Low,1,0,0
2724,Jinn,(2014),"
Fantasy, Horror, Thriller            ",4.2,"
A man turns to a mysterious pair and a shackled mental patient for help in combating an ancient family curse.","
    Director:
Ajmal Zaheer Ahmad
| 
    Stars:
Dominic Rains, 
Ray Park, 
William Atherton, 
Faran Tahir
",4638.0,97.0,0.15,Low,1,0,0
2763,Nocturama,(2016),"
Drama, Thriller            ",6.4,"
Some young folks, tired of the society they're living in, plan a bomb attack over Paris before taking shelter for a night in a shopping center.","
    Director:
Bertrand Bonello
| 
    Stars:
Finnegan Oldfield, 
Vincent Rottiers, 
Hamza Meziani, 
Manal Issa
",4659.0,130.0,0.03,Low,1,0,0
2784,Seoul Searching,(2015),"
Comedy, Drama, Music            ",7.0,"
In 1986, a group of foreign born Korean teenagers attend a summer camp in South Korea.","
    Director:
Benson Lee
| 
    Stars:
Justin Chon, 
Jessika Van, 
In-Pyo Cha, 
Teo Yoo
",1537.0,105.0,0.02,Low,1,0,0
2787,Middle of Nowhere,(2012),"
Drama            ",6.4,"
Ruby goes on a journey of self-discovery when she drops out of medical school in order to focus on her incarcerated husband's well-being.","
    Director:
Ava DuVernay
| 
    Stars:
Emayatzy Corinealdi, 
David Oyelowo, 
Lorraine Toussaint, 
Edwina Findley
",1713.0,97.0,0.08,Low,1,0,0
2789,17 filles,(2011),"
Drama            ",6.0,"
When a rebellious teenager finds out that she is already eight weeks pregnant, she forms a pact with sixteen of her classmates to get pregnant simultaneously, raise their children together, and most of all, be in charge of their lives.","
    Directors:
Delphine Coulin, 
Muriel Coulin
| 
    Stars:
Louise Grinberg, 
Juliette Darche, 
Roxane Duran, 
Esther Garrel
",3140.0,86.0,0.02,Low,1,0,0
2822,Adult Beginners,(2014),"
Action, Comedy, Drama            ",5.6,"
A bankrupt businessman tries to restore good relations with his sister and her family.","
    Director:
Ross Katz
| 
    Stars:
Nick Kroll, 
Rose Byrne, 
Bobby Cannavale, 
Joel McHale
",8169.0,92.0,0.1,Low,1,0,0
2852,Finding Bliss,(2009),"
Comedy, Romance            ",5.3,"
A romantic comedy that explores the adult film industry through the eyes of an idealistic 25 year-old award winning film school grad.","
    Director:
Julie Davis
| 
    Stars:
Leelee Sobieski, 
Matthew Davis, 
Jamie Kennedy, 
Denise Richards
",2442.0,96.0,0.01,Low,1,0,0
2895,The King and I,(1999),"
Animation, Family, Fantasy            ",4.5,"
Traveling to the exotic kingdom of Siam, English schoolteacher Anna Leonowens soon discovers that her most difficult challenge is the stubborn, imperious King himself.","
    Director:
Richard Rich
| 
    Stars:
Miranda Richardson, 
Martin Vidnovic, 
Christiane Noll, 
Ian Richardson
",3922.0,87.0,11.96,Low,1,0,0
2910,All the Queen's Men,(2001),"
Action, Comedy, Drama            ",4.9,"
A mismatched team of British Special Services agents led by an American must infiltrate, in disguise, a female-run Enigma factory in Berlin and bring back the decoding device that will end the war.","
    Director:
Stefan Ruzowitzky
| 
    Stars:
Eddie Izzard, 
Matt LeBlanc, 
Udo Kier, 
James Cosmo
",2590.0,99.0,0.02,Low,1,0,0
2926,Any Day Now,(I) (2012),"
Drama            ",7.5,"
In the 1970s, a gay couple fights a biased legal system to keep custody of the abandoned mentally handicapped teenager that comes to live under their roof.","
    Director:
Travis Fine
| 
    Stars:
Alan Cumming, 
Garret Dillahunt, 
Isaac Leyva, 
Frances Fisher
",6037.0,98.0,0.2,Low,1,0,0
2960,Pyaar Ka Punchnama 2,(2015),"
Comedy, Drama, Romance            ",7.2,"
After falling in love, three roommates experience changes in their lives.","
    Director:
Luv Ranjan
| 
    Stars:
Kartik Aaryan, 
Omkar Kapoor, 
Sunny Singh Nijjar, 
Nushrat Bharucha
",14399.0,137.0,0.22,Low,1,0,0
2964,Oorlogswinter,(2008),"
Drama, History, War            ",7.0,"
In the Nazi-occupied Netherlands, a teenage boy gets involved in the Dutch Resistance after coming to the aid of a wounded RAF pilot.","
    Director:
Martin Koolhoven
| 
    Stars:
Martijn Lakemeier, 
Jamie Campbell Bower, 
Yorick van Wageningen, 
Raymond Thiry
",12479.0,103.0,0.54,Low,1,0,0
3027,The Last of Robin Hood,(2013),"
Biography, Drama, Romance            ",5.7,"
The last days in the life of legendary Hollywood actor Errol Flynn.","
    Directors:
Richard Glatzer, 
Wash Westmoreland
| 
    Stars:
John Hudson Messerall, 
Brian Bascle, 
Daniel J. Clancy, 
Kelly O'Neal
",2131.0,94.0,0.27,Low,1,0,0
3034,Yoake tsugeru Rû no uta,(2017),"
Animation, Adventure, Comedy            ",6.8,"
The story centers on Kai, a gloomy middle school student whose life changes after meeting Lu, a mermaid.","
    Director:
Masaaki Yuasa
| 
    Stars:
Kanon Tani, 
Shôta Shimoda, 
Minako Kotobuki, 
Sôma Saitô
",1991.0,112.0,0.11,Low,1,0,0
3039,Fed Up,(2014),"
Documentary            ",7.7,"
An examination of America's obesity epidemic and the food industry's role in aggravating it.","
    Director:
Stephanie Soechtig
| 
    Stars:
Michele Simon, 
Katie Couric, 
Bill Clinton, 
Michael Bloomberg
",11714.0,92.0,1.54,Low,1,0,0
3051,Whitney,(2018),"
Documentary, Biography, Drama            ",7.3,"
An in-depth look at the life and music of Whitney Houston.","
    Director:
Kevin Macdonald
| 
    Stars:
Whitney Houston, 
Ellen White, 
Michael Houston, 
Cissy Houston
",7004.0,120.0,3.03,Low,1,0,0
3065,Under solen,(1998),"
Drama, Romance            ",6.7,"
Olof lives alone on a farm after the death of his mother. Unable to read and write, he is dependent on his younger friend, Erik. Olof advertises for a housekeeper, and Ellen arrives. During summer Olof's heart and Erik's desires develops.","
    Director:
Colin Nutley
| 
    Stars:
Rolf Lassgård, 
Helena Bergström, 
Johan Widerberg, 
Gunilla Röör
",2510.0,130.0,0.29,Low,1,0,0
3074,Damsels in Distress,(2011),"
Comedy, Drama, Romance            ",5.7,"
A trio of girls set out to change the male-dominated environment of the Seven Oaks college campus, and to rescue their fellow students from depression, grunge and low standards of every kind.","
    Director:
Whit Stillman
| 
    Stars:
Greta Gerwig, 
Adam Brody, 
Lio Tipton, 
Megalyn Echikunwoke
",9343.0,99.0,1.01,Low,1,0,0
3081,Tomorrow Is Forever,(1946),"
Drama, Romance, War            ",7.4,"
An American World War I soldier, whose disfigured face is reconstructed by Austrian plastic surgeons, returns home after twenty years, but no one recognizes him, his widow is married to another man, and his son is a grown young man.","
    Director:
Irving Pichel
| 
    Stars:
Claudette Colbert, 
Orson Welles, 
George Brent, 
Lucile Watson
",2456.0,104.0,3.25,Low,1,0,0
3091,Gap tung kei hap,(2014),"
Action, Comedy, History            ",4.8,"
An imperial guard and his three traitorous childhood friends ordered to hunt him down get accidentally buried and kept frozen in time. 400 years later passes and they are defrosted continuing the battle they left behind.","
    Director:
Wing-Cheong Law
| 
    Stars:
Donnie Yen, 
Baoqiang Wang, 
Shengyi Huang, 
Kang Yu
",3436.0,104.0,0.01,Low,1,0,0
3107,Muscle Shoals,(2013),"
Documentary, Biography, History            ",7.8,"
A documentary that celebrates Rick Hall, the founder of FAME Studios in Muscle Shoals, Alabama, and the signature sound he developed in songs such as ""I'll Take You There"", ""Brown Sugar"", and ""When a Man Loves a Woman"".","
    Director:
Greg 'Freddy' Camalier
| 
    Stars:
Rick Hall, 
Aretha Franklin, 
Keith Richards, 
Candi Staton
",3695.0,111.0,0.7,Low,1,0,0
3119,The Carer,(I) (2016),"
Comedy, Drama            ",6.6,"
When the question is to be or not to be, there is only one answer.","
    Director:
János Edelényi
| 
    Stars:
Maitland Chandler, 
Ruth Posner, 
Coco König, 
Selina Cadell
",1321.0,89.0,0.01,Low,1,0,0
3124,I'm Reed Fish,(2006),"
Comedy, Drama, Romance            ",5.7,"
Reed Fish's life turns into chaos when a high school crush returns to Mud Meadows on the eve of his marriage to the small town's sweetheart.","
    Director:
Zackary Adler
| 
    Stars:
Jay Baruchel, 
Alexis Bledel, 
Victor Rasuk, 
Schuyler Fisk
",4283.0,93.0,0.0,Low,1,0,0
3138,The Hunting Ground,(2015),"
Documentary            ",7.4,"
An exposé of rape crimes on U.S. college campuses, their institutional cover-ups, and the devastating toll they take on students and their families.","
    Director:
Kirby Dick
| 
    Stars:
Andrea Pino, 
Annie Clark, 
Claire Potter, 
Melinda Manning
",6072.0,103.0,0.41,Low,1,0,0
3141,Somm,(2012),"
Documentary            ",7.1,"
Four sommeliers attempt to pass the prestigious Master Sommelier exam, a test with one of the lowest pass rates in the world.","
    Director:
Jason Wise
| 
    Stars:
Bo Barrett, 
Shayn Bjornholm, 
Dave Cauble, 
Ian Cauble
",4536.0,94.0,0.17,Low,1,0,0
3143,Kevin Hart: What Now?,(2016),"
Documentary, Comedy            ",5.9,"
Comedian Kevin Hart performs in front of a crowd of 53,000 people at Philadelphia's outdoor venue, Lincoln Financial Field.","
    Directors:
Leslie Small, 
Tim Story
| 
    Stars:
Kevin Hart, 
Don Cheadle, 
Halle Berry, 
Ed Helms
",9154.0,96.0,23.59,Low,1,0,0
3204,Aala Kaf Ifrit,(2017),"
Crime, Drama, Thriller            ",7.0,"
A college student seeks help after a brutal assault but faces a bureaucratic nightmare when she reveals that her perpetrators are police officers.","
    Director:
Kaouther Ben Hania
| 
    Stars:
Mariam Al Ferjani, 
Ghanem Zrelli, 
Noomen Hamda, 
Mohamed Akkari
",1912.0,100.0,0.01,Low,1,0,0
3231,The Puffy Chair,(2005),"
Comedy, Drama, Romance            ",6.5,"
Josh Sagers drives cross-country on a mission to deliver his father's birthday gift - a giant purple LazyBoy.","
    Directors:
Jay Duplass, 
Mark Duplass
| 
    Stars:
Mark Duplass, 
Katie Aselton, 
Rhett Wilkins, 
Julie Fischer
",4978.0,85.0,0.19,Low,1,0,0
3242,Be Here Now,(2015),"
Documentary, Biography, Drama            ",8.6,"
As though life is imitating art, actor and sex-symbol, Andy Whitfield, had just become a star as the lead in the hit television series,'Spartacus,' when he is faced with his biggest ...                See full summary »
","
    Director:
Lilibet Foster
| 
    Stars:
Jai Courtney, 
Andy Whitfield, 
Indigo Whitfield, 
Jesse Whitfield
",3288.0,100.0,0.02,Low,1,0,0
3259,Wilbur Wants to Kill Himself,(2002),"
Comedy, Drama, Romance            ",6.8,"
The chronically suicidal Wilbur and his good-hearted big brother Harbour are in their thirties, when their father dies, leaving them with nothing but a worn down second-hand bookshop in Glasgow.","
    Director:
Lone Scherfig
| 
    Stars:
Jamie Sives, 
Adrian Rawlins, 
Shirley Henderson, 
Lisa McKinlay
",7724.0,111.0,0.23,Low,1,0,0
3267,The Trial,(2010),"
Crime, Drama, Mystery            ",5.6,"
After the horrific death of his wife and two sons, suicide seems to be the only escape for a small town attorney, until he's assigned a capital punishment case that begins to transform his life.","
    Director:
Gary Wheeler
| 
    Stars:
Larry Bagby, 
Clare Carey, 
Nikki Deloach, 
David Dwyer
",1462.0,101.0,0.02,Low,1,0,0
3269,Grandmaster,(2012),"
Action, Thriller            ",7.0,"
A veteran cop chases a cold blooded serial killer, who murders his victims in alphabetical order.","
    Director:
B. Unnikrishnan
| 
    Stars:
Mohanlal, 
Priyamani, 
Babu Antony, 
Arjun Nandakumar
",2034.0,100.0,0.02,Low,1,0,0
3284,Particle Fever,(2013),"
Documentary            ",7.4,"
As the Large Hadron Collider is about to be launched for the first time, physicists are on the cusp of the greatest scientific discovery of all time -- or perhaps their greatest failure.","
    Director:
Mark Levinson
| 
    Stars:
David Kaplan, 
Fabiola Gianotti, 
Sherwood Boehlert, 
Joel Hefley
",7271.0,99.0,0.87,Low,1,0,0
3309,Money,(2016),"
Crime, Mystery, Thriller            ",5.5,"
Two corporate spies with a $5 million haul for selling secrets are held hostage by a thief, triggering a game of cat and mouse to gain the upper hand.","
    Director:
Martín Rosete
| 
    Stars:
Jesse Williams, 
Kellan Lutz, 
Jamie Bamber, 
Jess Weixler
",2806.0,86.0,1.02,Low,1,0,0
3339,Sufat Chol,(2016),"
Drama            ",6.8,"
When their entire lives shatter, two Bedouin women struggle to change the unchangeable rules, each in her own individual way.","
    Director:
Elite Zexer
| 
    Stars:
Lamis Ammar, 
Ruba Blal, 
Hitham Omari, 
Khadija Al Akel
",3310.0,87.0,0.08,Low,1,0,0
3389,Undefeated,(2011),"
Documentary, Sport            ",7.7,"
Chronicles three underprivileged students from inner-city Memphis and their volunteer coach who tries to help them beat the odds on and off the field.","
    Directors:
Daniel Lindsay, 
T.J. Martin
| 
    Stars:
Bill Courtney, 
O.C. Brown, 
Montrail 'Money' Brown, 
Chavis Daniels
",6897.0,113.0,0.56,Low,1,0,0
3393,Papa Hemingway in Cuba,(2015),"
Biography, Drama            ",6.3,"
In 1959, a young journalist ventures to Havana, Cuba to meet his idol, the legendary Ernest Hemingway who helped him find his literary voice, while the Cuban Revolution comes to a boil around them.","
    Director:
Bob Yari
| 
    Stars:
Giovanni Ribisi, 
Joely Richardson, 
Adrian Sparks, 
Minka Kelly
",1450.0,110.0,1.12,Low,1,0,0
3396,Ethan Frome,(1993),"
Drama, Romance            ",6.2,"
A new pastor arrives in a stark Vermont village and is intrigued by crippled, misshapen Ethan Frome living on an isolated, hardscrabble farm with his sickly wife Zeena.","
    Director:
John Madden
| 
    Stars:
Liam Neeson, 
Patricia Arquette, 
Gil Rood, 
Tate Donovan
",2056.0,99.0,0.3,Low,1,0,0
3423,LUV,(2012),"
Crime, Drama            ",6.0,"
An 11-year-old boy gets a crash course in what it means to be a man when he spends a day with the ex-convict uncle he idolizes.","
    Director:
Sheldon Candis
| 
    Stars:
Common, 
Michael Rainey Jr., 
Dennis Haysbert, 
Danny Glover
",2136.0,94.0,0.14,Low,1,0,0
3479,Touchy Feely,(2013),"
Comedy, Drama            ",5.3,"
A massage therapist is unable to do her job when stricken with a mysterious and sudden aversion to bodily contact. Meanwhile, her uptight brother's floundering dental practice receives new life when clients seek out his healing touch.","
    Director:
Lynn Shelton
| 
    Stars:
Rosemarie DeWitt, 
Elliot Page, 
Josh Pais, 
Scoot McNairy
",3615.0,88.0,0.04,Low,1,0,0
3544,Generation Iron,(2013),"
Documentary, Drama, Sport            ",7.1,"
A documentary that follows top bodybuilders as they train to compete in the Mr. Olympia competition.","
    Director:
Vlad Yudin
| 
    Stars:
Arnold Schwarzenegger, 
Mickey Rourke, 
Michael Jai White, 
Lou Ferrigno
",7715.0,106.0,0.85,Low,1,0,0
3546,"Sleep, My Love",(1948),"
Drama, Film-Noir, Mystery            ",6.8,"
Chronic sleepwalker Alison Courtland thinks that a mysterious man wearing horned-rimmed eye glasses is out to kill her but her husband blames her tired imagination.","
    Director:
Douglas Sirk
| 
    Stars:
Claudette Colbert, 
Robert Cummings, 
Don Ameche, 
Rita Johnson
",1631.0,97.0,1.8,Low,1,0,0
3550,Bethany Hamilton: Unstoppable,(2018),"
Documentary, Sport            ",7.4,"
After losing an arm to a shark attack at age 13, Bethany Hamilton refuses to give up her dreams of being a professional surfer.","
    Director:
Aaron Lieber
| 
    Stars:
Alana Blanchard, 
Adam Dirks, 
Tobias Dirks, 
Madison Graber
",619.0,100.0,0.59,Low,1,0,0
3569,Bettie Page Reveals All,(2012),"
Documentary, Biography            ",7.1,"
The world's greatest pinup model and cult icon, Bettie Page, recounts the true story of how her free expression overcame government witch-hunts to help launch America's sexual revolution.","
    Director:
Mark Mori
| 
    Stars:
Bettie Page, 
Hugh Hefner, 
Olivia de Berardinis, 
Dita Von Teese
",1459.0,101.0,0.1,Low,1,0,0
3643,The Short Game,(2013),"
Documentary, Sport            ",7.3,"
The best 7 year old golfers from around the world descend on the world famous Pinehurst Golf course in North Carolina to determine the next world champion and who might become golf's next ...                See full summary »
","
    Director:
Josh Greenbaum
| 
    Stars:
Amari Avery, 
Jed Dy, 
Allan Kournikova, 
Zamokuhle Nxasana
",1439.0,99.0,0.04,Low,1,0,0
3708,Al midan,(2013),"
Documentary, Drama, History            ",8.1,"
A group of Egyptian revolutionaries battle leaders and regimes, risking their lives to build a new society of conscience.","
    Director:
Jehane Noujaim
| 
    Stars:
Ahmed Hassan, 
Khalid Abdalla, 
Magdy Ashour, 
Ramy Essam
",8795.0,108.0,0.12,Low,1,0,0
3734,Supermensch: The Legend of Shep Gordon,(2013),"
Documentary, Biography, Music            ",7.4,"
The life and career of the legendary Hollywood insider, Shep Gordon.","
    Directors:
Beth Aala, 
Mike Myers
| 
    Stars:
Shep Gordon, 
Sylvester Stallone, 
Michael Douglas, 
Alice Cooper
",3218.0,85.0,0.21,Low,1,0,0
3745,Nanking,(2007),"
Biography, History, War            ",7.6,"
Through readings of historical account by actors and the testimony of survivors, the events of the Nanjing Massacre are recounted.","
    Directors:
Bill Guttentag, 
Dan Sturman
| 
    Stars:
Hugo Armstrong, 
Rosalind Chao, 
Stephen Dorff, 
John Getz
",3416.0,90.0,0.16,Low,1,0,0
